datetime,day_of_week,order_id,order_total,payment_method,number_of_maindishes,number_of_snacks,number_of_drinks,number_of_soups,number_of_extras,is_takeaway
2025-05-14 19:21:00,3,20713,422.0,2,2.0,2.0,0.0,0.0,0.0,1
2025-05-14 19:38:00,3,20715,123.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-05-14 19:47:00,3,20717,222.0,1,1.0,1.0,0.0,0.0,0.0,1
2025-05-14 20:01:00,3,8040,20.0,3,0.0,1.0,0.0,0.0,0.0,0
2025-05-14 20:05:00,3,1284,675.0,3,1.0,0.0,6.0,0.0,1.0,0
2025-05-14 20:15:00,3,20721,357.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-05-14 20:19:00,3,8042,386.0,3,2.0,2.0,0.0,0.0,0.0,1
2025-05-14 20:29:00,3,8044,125.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-15 15:18:00,4,8045,1505.0,3,7.0,10.0,0.0,0.0,0.0,0
2025-05-15 15:19:00,4,8046,470.0,3,43.0,1.0,0.0,0.0,0.0,0
2025-05-15 15:21:00,4,8046,470.0,3,43.0,1.0,0.0,0.0,0.0,0
2025-05-15 15:22:00,4,8046,470.0,3,43.0,1.0,0.0,0.0,0.0,0
2025-05-15 15:48:00,4,8047,370.0,3,2.0,2.0,0.0,0.0,0.0,1
2025-05-15 16:05:00,4,20728,489.0,1,2.0,3.0,0.0,1.0,0.0,1
2025-05-15 16:21:00,4,20729,743.0,2,5.0,2.0,0.0,0.0,0.0,1
2025-05-15 16:35:00,4,8049,50.0,3,0.0,0.0,1.0,0.0,0.0,0
2025-05-15 16:41:00,4,8048,776.0,3,6.0,0.0,0.0,0.0,2.0,1
2025-05-15 16:45:00,4,20731,242.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-15 16:50:00,4,8050,391.0,3,3.0,0.0,0.0,0.0,0.0,1
2025-05-15 16:51:00,4,8051,208.0,3,1.0,1.0,0.0,0.0,0.0,0
2025-05-15 16:59:00,4,8052,579.0,3,5.0,0.0,0.0,0.0,0.0,1
2025-05-15 17:07:00,4,8053,299.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-15 17:15:00,4,8059,413.5,3,2.0,0.0,3.0,0.0,0.0,0
2025-05-15 17:20:00,4,8057,403.0,3,2.0,1.0,2.0,0.0,0.0,0
2025-05-15 17:28:00,4,8054,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-15 17:33:00,4,8056,247.0,3,1.0,2.0,0.0,0.0,0.0,0
2025-05-15 17:37:00,4,20740,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-15 17:43:00,4,20741,351.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-05-15 17:45:00,4,20742,123.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-05-15 17:53:00,4,20744,353.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-05-15 17:54:00,4,20745,248.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-15 18:03:00,4,20746,520.0,2,2.0,2.0,2.0,0.0,2.0,1
2025-05-15 18:05:00,4,8058,561.0,3,4.0,1.0,0.0,0.0,0.0,1
2025-05-15 18:09:00,4,8065,664.0,3,3.0,2.0,4.0,0.0,0.0,0
2025-05-15 18:14:00,4,20749,426.0,1,2.0,2.0,0.0,0.0,0.0,1
2025-05-15 18:26:00,4,8060,0.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-15 18:28:00,4,20751,357.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-05-15 18:31:00,4,20752,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-15 18:37:00,4,8061,126.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-15 18:38:00,4,8062,331.0,3,2.0,1.0,0.0,0.0,0.0,1
2025-05-15 18:48:00,4,20755,143.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-15 19:05:00,4,8068,342.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-15 19:06:00,4,8066,338.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-15 19:12:00,4,8064,125.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-15 19:14:00,4,20758,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-15 19:18:00,4,8070,371.0,3,2.0,2.0,2.0,0.0,0.0,0
2025-05-15 19:19:00,4,20759,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-15 19:52:00,4,8067,478.5,3,2.0,1.5,2.5,0.0,0.0,0
2025-05-15 19:57:00,4,8069,278.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-15 20:11:00,4,8071,587.0,3,2.0,1.0,2.0,2.0,0.0,0
2025-05-15 20:30:00,4,8071,587.0,3,2.0,1.0,2.0,2.0,0.0,0
2025-05-15 20:45:00,4,1285,757.0,3,2.0,1.0,4.0,2.0,0.0,0
2025-05-16 15:54:00,5,20768,755.0,1,5.0,3.0,0.0,0.0,0.0,1
2025-05-16 16:50:00,5,20769,242.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-16 16:51:00,5,20770,302.0,2,2.0,0.0,1.0,0.0,0.0,1
2025-05-16 16:52:00,5,20771,123.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-05-16 16:54:00,5,8072,523.0,3,2.0,3.0,1.0,1.0,1.0,0
2025-05-16 16:58:00,5,20773,452.0,1,3.0,1.0,0.0,0.0,0.0,1
2025-05-16 17:00:00,5,20774,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-16 17:17:00,5,20775,327.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-05-16 17:18:00,5,20777,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-16 17:23:00,5,20778,409.0,2,3.0,0.0,0.0,0.0,0.0,1
2025-05-16 17:27:00,5,20779,412.0,2,2.0,2.0,0.0,0.0,0.0,1
2025-05-16 17:30:00,5,8073,70.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-16 17:39:00,5,8078,484.0,3,1.0,0.0,2.0,0.0,0.0,0
2025-05-16 17:48:00,5,20781,268.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-05-16 17:50:00,5,8074,242.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-05-16 17:58:00,5,8075,972.0,3,5.0,7.0,0.0,0.0,0.0,0
2025-05-16 18:13:00,5,8081,467.0,3,2.0,2.0,2.0,0.0,0.0,0
2025-05-16 18:14:00,5,20784,353.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-05-16 18:22:00,5,20785,242.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-16 18:23:00,5,8076,313.0,3,3.0,0.0,0.0,0.0,0.0,0
2025-05-16 18:24:00,5,20787,603.0,1,2.0,5.0,0.0,0.0,0.0,1
2025-05-16 18:34:00,5,20789,242.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-16 18:41:00,5,8082,362.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-16 18:42:00,5,20790,343.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-05-16 18:48:00,5,8079,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-16 18:52:00,5,20793,232.0,2,1.0,1.0,0.0,0.0,1.0,1
2025-05-16 18:57:00,5,8080,40.0,3,0.0,0.0,2.0,0.0,0.0,0
2025-05-16 19:01:00,5,20796,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-16 19:05:00,5,20797,311.0,1,1.0,1.0,0.0,1.0,1.0,1
2025-05-16 19:07:00,5,20798,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-16 19:08:00,5,1286,674.0,3,3.0,2.0,3.0,0.0,0.0,0
2025-05-16 19:21:00,5,20801,496.0,2,2.0,2.0,0.0,0.0,3.0,1
2025-05-16 19:24:00,5,8084,363.0,3,2.0,1.0,2.0,0.0,0.0,0
2025-05-16 19:28:00,5,8085,574.0,3,2.0,3.0,3.0,0.0,0.0,0
2025-05-16 19:37:00,5,20802,571.0,1,3.0,2.0,0.0,0.0,0.0,1
2025-05-16 19:39:00,5,8083,352.0,3,2.0,1.0,1.0,0.0,0.0,0
2025-05-16 19:46:00,5,20804,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-16 19:50:00,5,1287,391.0,3,2.0,1.0,2.0,0.0,0.0,0
2025-05-16 19:53:00,5,20807,208.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-05-16 19:54:00,5,20808,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-16 20:00:00,5,1288,805.0,3,2.0,1.0,5.0,0.0,0.0,0
2025-05-16 20:10:00,5,1289,1447.0,3,4.0,3.0,6.0,0.0,0.0,0
2025-05-16 20:23:00,5,1290,252.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-16 20:25:00,5,1291,221.6,3,1.0,1.0,1.0,0.0,0.0,0
2025-05-16 20:37:00,5,8085,574.0,3,2.0,3.0,3.0,0.0,0.0,0
2025-05-17 14:49:00,6,20815,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-17 15:11:00,6,20816,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-17 15:26:00,6,20817,442.0,1,2.0,1.0,0.0,1.0,1.0,1
2025-05-17 15:53:00,6,20818,302.0,2,1.0,0.0,2.0,1.0,0.0,1
2025-05-17 16:03:00,6,20819,592.0,2,4.0,0.0,0.0,0.0,2.0,1
2025-05-17 16:13:00,6,20820,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-17 16:31:00,6,20821,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-17 16:48:00,6,20822,264.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-17 17:08:00,6,20823,353.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-05-17 17:14:00,6,20824,248.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-17 17:16:00,6,20825,129.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-05-17 17:19:00,6,20826,402.0,1,3.0,1.0,0.0,0.0,0.0,1
2025-05-17 17:32:00,6,20827,471.0,2,2.0,0.0,0.0,1.0,2.0,1
2025-05-17 17:41:00,6,20828,228.0,2,1.0,1.0,0.0,0.0,1.0,1
2025-05-17 17:42:00,6,20829,218.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-05-17 17:44:00,6,20830,307.0,2,1.0,2.0,0.0,0.0,1.0,1
2025-05-17 17:49:00,6,8086,248.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-05-17 17:50:00,6,8086,248.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-05-17 18:03:00,6,20832,624.0,1,4.0,2.0,0.0,0.0,0.0,1
2025-05-17 18:06:00,6,8091,350.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-17 18:07:00,6,8087,583.0,3,4.0,2.0,0.0,0.0,0.0,1
2025-05-17 18:10:00,6,20834,149.0,1,1.0,0.0,0.0,0.0,1.0,1
2025-05-17 18:12:00,6,20835,838.0,2,6.0,0.0,0.0,0.0,1.0,1
2025-05-17 18:14:00,6,8088,242.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-05-17 18:16:00,6,20838,294.0,2,2.0,0.0,0.0,0.0,1.0,1
2025-05-17 18:21:00,6,20839,367.0,2,3.0,0.0,0.0,0.0,0.0,1
2025-05-17 18:26:00,6,8090,385.0,3,1.0,1.0,2.0,1.0,0.0,0
2025-05-17 18:29:00,6,20841,192.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-17 18:31:00,6,20842,466.0,2,2.0,1.0,0.0,1.0,0.0,1
2025-05-17 18:34:00,6,20843,143.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-17 18:40:00,6,20844,367.0,2,2.0,1.0,0.0,0.0,1.0,1
2025-05-17 18:43:00,6,20847,475.0,1,3.0,1.0,0.0,0.0,0.0,1
2025-05-17 18:45:00,6,20850,183.0,2,1.0,0.0,2.0,0.0,0.0,1
2025-05-17 18:50:00,6,20851,242.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-05-17 18:55:00,6,20852,212.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-05-17 18:59:00,6,8092,648.0,3,4.0,1.0,4.0,0.0,1.0,0
2025-05-17 19:11:00,6,20853,183.0,2,1.0,0.0,0.0,0.0,2.0,1
2025-05-17 19:13:00,6,20854,412.0,1,2.0,2.0,0.0,0.0,0.0,1
2025-05-17 19:20:00,6,20855,610.0,1,4.0,2.0,0.0,0.0,0.0,1
2025-05-17 19:35:00,6,20856,412.0,1,2.0,2.0,0.0,0.0,0.0,1
2025-05-17 19:37:00,6,8092,648.0,3,4.0,1.0,4.0,0.0,1.0,0
2025-05-17 19:39:00,6,20858,218.0,1,1.0,0.0,0.0,1.0,0.0,1
2025-05-17 19:40:00,6,8093,238.0,3,2.0,0.0,0.0,0.0,0.0,0
2025-05-17 19:50:00,6,8094,59.0,3,0.0,0.0,1.0,0.0,0.0,0
2025-05-17 20:04:00,6,20864,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-17 20:19:00,6,8096,232.0,3,1.0,0.0,0.0,1.0,1.0,1
2025-05-17 20:39:00,6,8097,615.0,3,3.0,4.0,0.0,0.0,0.0,1
2025-05-17 20:58:00,6,1293,411.0,3,2.0,2.0,1.0,0.0,0.0,0
2025-05-18 14:15:00,7,20868,584.0,1,4.0,2.0,0.0,0.0,1.0,1
2025-05-18 15:09:00,7,20869,212.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-05-18 15:10:00,7,8098,20.0,3,0.0,1.0,0.0,0.0,0.0,0
2025-05-18 15:12:00,7,20871,541.0,2,2.0,3.0,2.0,0.0,0.0,1
2025-05-18 16:17:00,7,20872,400.0,1,2.0,2.0,0.0,0.0,0.0,1
2025-05-18 16:26:00,7,20873,366.0,1,2.0,2.0,0.0,0.0,0.0,1
2025-05-18 16:41:00,7,20874,413.0,2,3.0,0.0,0.0,0.0,0.0,1
2025-05-18 16:43:00,7,8099,317.0,3,2.0,1.0,0.0,0.0,0.0,1
2025-05-18 16:44:00,7,20876,218.0,1,1.0,0.0,0.0,1.0,0.0,1
2025-05-18 16:46:00,7,20877,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-18 16:49:00,7,20878,413.0,2,3.0,0.0,0.0,0.0,0.0,1
2025-05-18 16:50:00,7,20879,333.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-05-18 16:53:00,7,20880,163.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-18 17:00:00,7,20881,129.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-05-18 17:02:00,7,8100,125.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-18 17:05:00,7,8101,430.0,3,3.0,0.0,0.0,1.0,0.0,1
2025-05-18 17:06:00,7,20884,717.0,2,0.0,7.0,0.0,0.0,10.0,1
2025-05-18 17:10:00,7,20885,561.0,2,3.0,2.0,0.0,0.0,0.0,1
2025-05-18 17:11:00,7,20886,390.0,1,2.0,2.0,0.0,0.0,1.0,1
2025-05-18 17:19:00,7,8102,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-18 17:25:00,7,8104,526.0,3,2.0,0.0,2.0,2.0,0.0,0
2025-05-18 17:29:00,7,20888,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-18 17:30:00,7,20889,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-18 17:43:00,7,20890,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-18 17:45:00,7,20891,416.0,1,2.0,2.0,0.0,0.0,1.0,1
2025-05-18 17:50:00,7,8103,311.0,3,2.0,1.0,0.0,0.0,0.0,1
2025-05-18 17:55:00,7,8111,568.0,3,2.0,2.0,4.0,0.0,0.0,0
2025-05-18 17:56:00,7,20894,281.0,2,1.0,2.0,0.0,0.0,0.0,1
2025-05-18 18:01:00,7,20896,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-18 18:02:00,7,8108,348.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-18 18:03:00,7,20897,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-18 18:15:00,7,20898,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-18 18:18:00,7,8105,254.0,3,4.0,0.0,0.0,0.0,0.0,1
2025-05-18 18:27:00,7,8106,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-18 18:30:00,7,20902,577.0,2,3.0,2.0,0.0,0.0,1.0,1
2025-05-18 18:49:00,7,20903,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-18 18:59:00,7,20904,248.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-18 19:02:00,7,20905,530.0,1,1.0,3.0,0.0,0.0,1.0,1
2025-05-18 19:16:00,7,8109,455.0,3,2.0,1.0,2.0,0.0,0.0,0
2025-05-18 19:17:00,7,8109,455.0,3,2.0,1.0,2.0,0.0,0.0,0
2025-05-18 19:18:00,7,20906,834.0,2,6.0,0.0,0.0,0.0,0.0,1
2025-05-18 19:25:00,7,8109,455.0,3,2.0,1.0,2.0,0.0,0.0,0
2025-05-18 19:29:00,7,20907,409.0,2,3.0,0.0,0.0,0.0,0.0,1
2025-05-18 19:31:00,7,20908,450.0,2,2.0,2.0,0.0,0.0,1.0,1
2025-05-18 19:33:00,7,8107,274.0,3,2.0,0.0,0.0,0.0,1.0,1
2025-05-18 19:35:00,7,20911,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-18 19:45:00,7,20912,406.0,1,2.0,2.0,0.0,0.0,0.0,1
2025-05-18 19:48:00,7,20913,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-18 19:51:00,7,20914,493.0,2,3.0,0.0,3.0,0.0,1.0,1
2025-05-18 20:07:00,7,8110,60.0,3,0.0,0.0,3.0,0.0,0.0,0
2025-05-20 15:23:00,2,20918,377.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-05-20 16:01:00,2,20919,139.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-05-20 16:13:00,2,20920,396.0,1,2.0,2.0,0.0,0.0,1.0,1
2025-05-20 16:23:00,2,20921,669.0,1,3.0,4.0,0.0,0.0,0.0,1
2025-05-20 16:34:00,2,20922,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-20 16:38:00,2,20923,337.0,2,1.0,1.0,0.0,1.0,0.0,1
2025-05-20 16:49:00,2,20925,710.0,2,5.0,1.0,0.0,0.0,0.0,1
2025-05-20 17:06:00,2,20926,274.0,1,2.0,0.0,0.0,0.0,1.0,1
2025-05-20 17:09:00,2,20927,123.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-05-20 17:11:00,2,8114,331.0,3,1.0,2.0,2.0,0.0,0.0,0
2025-05-20 17:16:00,2,20928,202.0,1,1.0,1.0,0.0,0.0,0.0,1
2025-05-20 17:29:00,2,20930,323.0,1,1.0,0.0,0.0,0.0,1.0,1
2025-05-20 17:36:00,2,20931,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-20 17:37:00,2,20932,957.0,2,7.0,0.0,0.0,0.0,0.0,1
2025-05-20 17:59:00,2,20933,242.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-20 18:07:00,2,20934,386.0,1,2.0,2.0,0.0,0.0,0.0,1
2025-05-20 18:08:00,2,8113,307.0,3,2.0,1.0,0.0,0.0,0.0,0
2025-05-20 18:10:00,2,20937,357.0,2,2.0,1.0,0.0,0.0,0.0,1
2025-05-20 18:11:00,2,20938,248.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-20 18:15:00,2,20940,718.0,2,4.0,2.0,0.0,0.0,0.0,1
2025-05-20 18:31:00,2,8117,312.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-20 18:35:00,2,20941,298.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-20 18:44:00,2,8115,242.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-05-20 18:48:00,2,8118,401.0,3,2.0,1.0,2.0,0.0,0.0,0
2025-05-20 18:54:00,2,20943,457.0,2,2.0,0.0,2.0,1.0,1.0,1
2025-05-20 18:57:00,2,20944,363.0,1,2.0,0.0,0.0,1.0,1.0,1
2025-05-20 18:59:00,2,8116,238.0,3,2.0,0.0,0.0,0.0,0.0,0
2025-05-20 19:04:00,2,20946,248.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-20 19:07:00,2,8120,170.0,3,1.0,0.0,1.0,0.0,0.0,0
2025-05-20 19:08:00,2,8121,358.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-20 19:09:00,2,8119,461.0,3,2.0,1.0,3.0,0.0,0.0,0
2025-05-20 19:21:00,2,8122,361.0,3,1.0,2.0,2.0,0.0,1.0,0
2025-05-20 19:24:00,2,20949,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-20 19:41:00,2,20951,366.0,1,2.0,2.0,0.0,0.0,2.0,1
2025-05-20 19:49:00,2,8123,412.0,3,2.0,0.0,2.0,0.0,1.0,0
2025-05-20 19:52:00,2,20952,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-20 19:55:00,2,20953,143.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-20 20:08:00,2,1294,324.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-21 16:28:00,3,20959,390.0,1,2.0,2.0,0.0,0.0,0.0,1
2025-05-21 16:30:00,3,20960,502.0,2,3.0,1.0,1.0,0.0,0.0,1
2025-05-21 16:31:00,3,8126,580.0,3,3.0,0.0,3.0,0.0,0.0,0
2025-05-21 16:32:00,3,20961,1048.0,2,5.0,4.0,0.0,0.0,4.0,1
2025-05-21 16:33:00,3,20962,212.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-05-21 16:38:00,3,8124,119.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-21 17:18:00,3,20964,401.0,2,1.0,1.0,3.0,1.0,0.0,1
2025-05-21 17:22:00,3,8130,506.0,3,4.0,0.0,1.0,0.0,0.0,0
2025-05-21 17:23:00,3,8125,317.0,3,2.0,1.0,0.0,0.0,0.0,1
2025-05-21 17:24:00,3,8131,511.0,3,3.0,1.0,2.0,0.0,0.0,0
2025-05-21 17:39:00,3,8127,399.0,3,3.0,0.0,0.0,0.0,1.0,1
2025-05-21 17:41:00,3,8128,367.0,3,3.0,0.0,0.0,0.0,0.0,1
2025-05-21 17:43:00,3,20969,248.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-21 17:45:00,3,8129,238.0,3,2.0,0.0,0.0,0.0,0.0,0
2025-05-21 17:55:00,3,20971,218.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-05-21 17:56:00,3,20972,208.0,1,1.0,1.0,0.0,0.0,0.0,1
2025-05-21 17:59:00,3,20973,268.0,1,2.0,0.0,0.0,0.0,1.0,1
2025-05-21 18:02:00,3,20974,129.0,1,1.0,0.0,0.0,0.0,0.0,1
2025-05-21 18:03:00,3,20975,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-21 18:05:00,3,20976,159.0,2,1.0,0.0,1.0,0.0,0.0,1
2025-05-21 18:10:00,3,20978,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-21 18:12:00,3,20979,159.0,2,1.0,0.0,0.0,0.0,1.0,1
2025-05-21 18:27:00,3,8133,149.0,3,1.0,0.0,1.0,0.0,0.0,0
2025-05-21 18:33:00,3,8132,248.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-05-21 18:45:00,3,20982,311.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-05-21 18:47:00,3,20983,159.0,2,1.0,0.0,1.0,0.0,0.0,1
2025-05-21 18:52:00,3,20986,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-21 18:53:00,3,1295,337.0,3,2.0,1.0,1.0,0.0,0.0,0
2025-05-21 18:58:00,3,20989,302.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-21 18:59:00,3,8135,628.0,3,4.0,3.0,0.0,0.0,0.0,1
2025-05-21 19:07:00,3,1296,532.0,3,1.0,0.0,2.0,0.0,0.0,0
2025-05-21 19:08:00,3,20992,272.0,2,1.0,0.0,0.0,1.0,0.0,1
2025-05-21 19:20:00,3,1297,342.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-21 19:37:00,3,20994,217.0,1,0.0,1.0,1.0,1.0,0.0,1
2025-05-21 19:47:00,3,8136,124.0,3,1.0,0.0,0.0,0.0,1.0,0
2025-05-21 19:49:00,3,20996,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-21 20:02:00,3,20997,139.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-21 20:15:00,3,1298,1163.0,3,5.0,2.0,7.0,0.0,0.0,0
2025-05-21 20:32:00,3,1299,583.0,3,2.0,1.0,4.0,0.0,0.0,0
2025-05-21 20:35:00,3,1300,535.0,3,2.0,2.0,2.0,0.0,0.0,0
2025-05-21 20:37:00,3,1301,553.0,3,1.0,0.0,4.0,0.0,0.0,0
2025-05-22 15:04:00,4,8137,1251.0,3,7.0,7.0,0.0,0.0,0.0,0
2025-05-22 16:12:00,4,8138,192.0,3,1.0,1.0,0.0,0.0,0.0,1
2025-05-22 16:28:00,4,21004,367.0,2,3.0,0.0,0.0,0.0,0.0,1
2025-05-22 16:30:00,4,21005,238.0,2,1.0,1.0,1.0,0.0,0.0,1
2025-05-22 16:37:00,4,8139,242.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-05-22 16:39:00,4,21007,143.0,2,1.0,0.0,0.0,0.0,0.0,1
2025-05-22 16:46:00,4,21008,431.0,1,3.0,1.0,0.0,0.0,0.0,1
2025-05-22 16:47:00,4,21009,208.0,2,1.0,1.0,0.0,0.0,0.0,1
2025-05-22 16:48:00,4,8140,248.0,3,2.0,0.0,0.0,0.0,0.0,1
2025-05-22 16:50:00,4,8143,640.0,3,4.0,1.0,3.0,0.0,0.0,0
2025-05-22 16:58:00,4,8141,69.0,3,1.0,0.0,0.0,0.0,0.0,0
2025-05-22 17:02:00,4,8142,359.0,3,2.0,0.0,0.0,1.0,1.0,0
2025-05-22 17:15:00,4,21013,705.0,1,3.0,4.0,0.0,0.0,1.0,1
2025-05-22 17:16:00,4,21014,278.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-22 17:18:00,4,21015,350.0,1,1.0,3.0,0.0,0.0,0.0,1
2025-05-22 17:29:00,4,21016,327.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-05-22 17:39:00,4,21018,480.0,1,4.0,0.0,0.0,0.0,0.0,1
2025-05-22 17:44:00,4,21020,142.0,2,0.0,2.0,0.0,0.0,0.0,1
2025-05-22 17:52:00,4,21021,274.0,2,2.0,0.0,0.0,0.0,0.0,1
2025-05-22 17:54:00,4,21022,718.0,2,4.0,2.0,0.0,0.0,0.0,1
2025-05-22 18:02:00,4,21023,321.0,1,2.0,1.0,0.0,0.0,0.0,1
2025-05-22 18:09:00,4,8148,168.0,3,1.0,0.0,1.0,0.0,0.0,0
2025-05-22 18:13:00,4,21024,446.0,1,3.0,1.0,0.0,0.0,0.0,1
2025-05-22 18:15:00,4,21025,559.0,2,3.0,2.0,0.0,0.0,0.0,1
2025-05-22 18:16:00,4,8151,211.0,3,1.0,0.0,2.0,0.0,0.0,0
2025-05-22 18:21:00,4,21026,248.0,1,2.0,0.0,0.0,0.0,0.0,1
2025-05-22 18:25:00,4,8152,353.0,3,2.0,0.0,2.0,0.0,0.0,0
2025-05-22 18:27:00,4,21028,232.0,2,2.0,0.0,0.0,0.0,0.0,1
